ma,tensp,gia,thuongHieu,courseUrl,tinhTrang,trinhDo,noiDung,phongCach,doCung,diemCanBang,trongLuong,thongTin
VNB020585,Vợt Cầu Lông Lining Axforce 10,950000,Lining,https://shopvnb.com/vot-cau-long-lining-axforce-10.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 88g","- Vợt cầu lông Lining Axforce 10 thuộc phân khúc tầm trung có điểm cân bằng ở mức 295 +-5mm, thiết kế cho lối chơi công thủ toàn diện, hơi thiên công giúp người chơi có những cú đập có thêm độ cắm và uy lực. Đũa vợt cứng ở mức trung bình, không quá khó để người chơi có thể làm quen và kiểm soát."
VNB020593,Vợt cầu lông Taro Power E70,Liên hệ,Taro,https://shopvnb.com/vot-cau-long-taro-power-e70.html,Còn hàng,,,,,,,
VNB020594,Vợt cầu lông Taro Power E80,Liên hệ,Taro,https://shopvnb.com/vot-cau-long-taro-power-e80.html,Còn hàng,,,,,,,
VNB020595,Vợt Cầu Lông Lining Halbertec 9000,4100000,Lining,https://shopvnb.com/vot-cau-long-lining-halbertec-9000.html,Còn hàng,Khá Tốt,Cả Đơn và Đôi,Công Thủ Toàn Diện,Siêu Cứng,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 88g","Vợt cầu lông Lining Halbertec 9000 được thiết kế dành cho lối chơi công thủ toàn diện, linh hoạt, giúp bạn có thể chuyển đổi giữa tấn công và phòng thủ một cách nhanh chóng."
VNB020597,Vợt Cầu Lông VS YouLong,1240000,VS,https://shopvnb.com/vot-cau-long-vs-youlong.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 89g",- Vợt cầu lông VS YouLong đ
VNB020600,Vợt cầu lông Felet Chucker,550000,Felet,https://shopvnb.com/vot-cau-long-felet-chucker.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 90g","Vợt cầu lông Felet Chucker là sản phẩm phân khúc giá rẻ hướng tới các đối tượng học sinh, sinh viên hoặc những người mới tập chơi môn cầu lông đang cần tìm một cây vợt dễ chơi, dễ làm quen để tập các động tác kỹ thuật cơ bản. Felet Chucker có 4 phiên bản: trắng đen, trắng tìm, trắng đỏ và trắng xanh."
VNB020601,Vợt Cầu Lông Kumpoo Sakura,650000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-sakura.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 91g","- Vợt Cầu Lông Kumpoo Sakura mang thông số dễ chơi và dễ làm quen với điểm cân bằng 295 +-5mm, đũa cứng ở mức trung bình, được dành cho lối chơi công thủ toàn diện, hơi thiên công."
VNB020609,Vợt Cầu Lông Victor Auraspeed HS Plus,3550000,Victor,https://shopvnb.com/vot-cau-long-victor-auraspeed-hs-plus.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Cứng,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 92g","- Vợt cầu lông Victor Auraspeed HS Plus mang cả thân vợt và khung vợt được làm từ High Resilience Modulus Graphite là chất liệu có độ bền cao về khả năng chịu lực, chịu va đập. Kết hợp cùng với vật liệu Pyrofil, cấu trúc carbon đa lớp Hard Core Technology cho khả năng hấp thụ sốc cao, giảm rung chấn cho các pha cầu ổn định và độ chính xác cao hơn. Nổi trội nhất phải kể đến sự tích hợp của WES 3.0 nâng cấp và trục có khả năng chống xoắn cao giúp tạo ra các đòn tấn công với các cú đập cắm và cầu đi nhanh trong tầm kiểm soát của người chơi."
VNB020611,Vợt Cầu Lông Lining Axforce Cannon Pro,1940000,Lining,https://shopvnb.com/vot-cau-long-lining-axforce-cannon-pro.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 93g",- Vợt Cầu Lông Lining Axforce Cannon Pro được thiết kế với nước sơn bóng đỏ tạo nên một tổng thể nổi bật và hiện đại.
VNB020612,Vợt cầu lông Kumpoo Pandora,600000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-pandora.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 94g",- Vợt cầu lông Kumpoo Pandora được lấy cảm hứng từ chiếc hộp Pandora trong thần thoại của Hy Lạp tượng trưng cho hy vọng và khả năng vô hạn. Kumpoo Pandora được biến thể với hai phiên bản đó là màu hồng và màu xanh.
VNB020614,Vợt cầu lông Prokennex Storm Breaker 618,538000,Pro Kennex,https://shopvnb.com/vot-cau-long-prokennex-storm-breaker-618.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,"Phản Tạt, Phòng Thủ",Dẻo,Nhẹ Đầu,"4U: 80 - 84g,5U: 75 - 95g","- Vợt cầu lông Prokennex Storm Breaker 618 là cây vợt thuộc lối đánh điều cầu, linh hoạt và kiểm soát. Với điểm cân bằng là 288 +- 5mm cùng với đũa vợt dẻo mang lại sự cơ động cho người chơi."
VNB020615,Vợt Cầu Lông Yonex Astrox 70 (SA),3390000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-70-sa.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 96g","- Vợt Cầu Lông Yonex Astrox 70 (SA) mang thông số có điểm cân bằng là 292 +- 5 mm cùng với thân vợt hơi dẻo được thiết kế dành cho lối chơi công thủ toàn diện, linh hoạt cơ động, vợt có phần hơi nặng đầu hỗ trợ người chơi có những cú đánh thêm uy lực."
VNB020619,Vợt Cầu Lông Yonex Nanoflare 70 (RP),3390000,Yonex,https://shopvnb.com/vot-cau-long-yonex-nanoflare-70-rp.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,"Phản Tạt, Phòng Thủ",Cứng,Nhẹ Đầu,"4U: 80 - 84g,5U: 75 - 97g","- Vợt Cầu Lông Yonex Nanoflare 70 (RP) mang thông số có điểm cân bằng là 285mm cùng với thân vợt cứng dành cho lối chơi phòng thủ, phản tạt, cơ động trong các pha cầu."
VNB020625,Vợt cầu lông Victor Thruster Ryuga Metallic,4100000,Victor,https://shopvnb.com/vot-cau-long-victor-thruster-ryuga-metallic.html,Còn hàng,Khá Tốt,Cả Đơn và Đôi,Tấn Công,Cứng,Nặng Đầu,"3U: 85 - 89g,4U: 80 - 84g","- Vợt cầu lông Victor Thruster Ryuga Metallic mang thông số nặng đầu 305mm cùng với thân vợt cứng được thiết kế dành cho lối chơi tấn công với những cú smash cầu mạnh mẽ và hiểm hóc. Sự ấn tượng của cây vợt đã được thể hiện qua tay đập nổi tiếng người Malaysa Lee Zii Jia sử dụng trong các giải đấu cho tốc độ cầu bay cực kì nhanh, cắm và đầy uy lực."
VNB020626,Vợt cầu lông VS Cupid,570000,VS,https://shopvnb.com/vot-cau-long-vs-cupid.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 97g",- Vợt cầu lông VS Cupid với thông số 295 +-3 mm cùng với đũa vợt có độ cứng trung bình hướng tới lối chơi công thủ toàn diện hơi thiên công dành cho những người chơi yêu thích sự linh hoạt trong tấn công và phòng thủ.
VNB020631,Vợt cầu lông VS ACE Power 11 Max,649000,VS,https://shopvnb.com/vot-cau-long-vs-ace-power-11-max.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,4U: 80 - 84g,Vợt cầu lông VS ACE Power 11 Max vừa được VenSon – thương hiệu thể thao nổi tiếng tới từ Trung Quốc cho ra mắt nóng hổi với thiết kế và nhiều công nghệ cải tiến mới. Đây là phiên bản nâng cấp của cây vợt cầu lông quốc dân VS ACE Power 11 hứa hẹn sẽ đem lại cho các tay vợt phong trào một luồng gió mới trong quá trình trải nghiệm và sử dụng.
VNB020632,Vợt cầu lông Victor THRUSTER RYUGA CLS D chính hãng,1530000,Victor,https://shopvnb.com/vot-cau-long-victor-thruster-ryuga-cls-d-chinh-hang.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 97g","- Vợt cầu lông Victor THRUSTER RYUGA CLS D chính hãng vẫn giữ nguyên thiết kế đặc trưng với mài cam chủ đạo được phối cùng các chi tiết tỉ mỉ tạo nên độ bắt mắt, hiện đại làm nổi bật người chơi trên sân."
VNB020633,Vợt cầu lông VS V-Dragon,570000,VS,https://shopvnb.com/vot-cau-long-vs-v-dragon.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 97g","- Vợt cầu lông VS V Dragon với thông số cân bằng 295 ± 3 mm hơi nặng đầu, cùng với độ cứng trung bình dành cho những người chơi yêu thích lối đánh công thủ toàn diện, đầu vợt hơi nặng giúp những pha tấn công, smash có thêm sức mạnh hơn."
VNB020634,Vợt Cầu Lông Felet Hypermax,1069000,Felet,https://shopvnb.com/vot-cau-long-felet-hypermax.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"3U: 85 - 89g,4U: 80 - 84g","- Vợt Cầu Lông Felet Hypermax với điểm cân bằng khoảng 290 - 295mm cùng đũa vợt có độ cứng ở mức trung bình, là sự hoàn hảo cho lối chơi công thủ toàn diện. Có 4 phiên bản màu sắc khác nhau là màu trắng, xanh, tím và đỏ"
VNB020635,Vợt Cầu Lông Victor Thruster Ryuga II Pro,3700000,Victor,https://shopvnb.com/vot-cau-long-victor-thruster-ryuga-ii-pro.html,Còn hàng,Khá Tốt,Cả Đơn và Đôi,Tấn Công,Cứng,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 97g","- Vợt Cầu Lông Victor Thruster Ryuga II Pro là phiên bản nâng cấp mới nhất của dòng Ryuga, vẫn giữ nguyên thiết kế đặc trưng với hình ảnh rồng in đậm ấn trên thân vợt. Tuy nhiên đã có thêm sự thay đổi nổi bật về thiết kế bên ngoài, với màu sắc đen tím huyền bí và các chi tiết xuất hiện trên từng góc cạnh, tạo nên một diện mạo độc đáo và quyến rũ."
VNB020638,Vợt cầu lông Victor Mjolnir Metallic Limited 2024,4650000,Victor,https://shopvnb.com/vot-cau-long-victor-mjolnir-metallic-limited-2024.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Cứng,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 98g",Vợt cầu lông Victor Mjolnir Metallic Limited 2024 là sản phẩm cao cấp vừa được ra mắt của thương hiệu Victor với thiết kế lấy cảm hứng từ chiếc búa Mjolnir của nhân vật Thor trong loạt phim Marvel nổi tiếng trên toàn thế giới.
VNB020640,Vợt cầu lông VS Moonlight 17,600000,VS,https://shopvnb.com/vot-cau-long-vs-moonlight-17.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 99g","- Vợt cầu lông VS Moonlight 17 là một dòng sản phẩm giá rẻ được sản xuất cho người chơi mới. VS Moonlight 17 có 2 phiên bản đó là màu hồng trắng và màu xanh trắng. Các chi tiết được thiết kế tỉ mỉ mang lại vẻ tươi mới, thanh thoát và hiện đại."
VNB020642,Vợt Cầu Lông Victor Auraspeed 100X TUC/AC,3350000,Victor,https://shopvnb.com/vot-cau-long-victor-auraspeed-100x-tuc-ac.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,4U: 80 - 84g,"Vợt Cầu Lông Victor Auraspeed 100X TUC/AC thuộc dòng Auraspeed Series với sự nhanh nhẹn kết hợp tốc độ lẫn sức mạnh cực nổi trội, linh hoạt trong tấn công và phòng thủ."
VNB020647,Vợt Cầu Lông Lining Halbertec Motor,1130000,Lining,https://shopvnb.com/vot-cau-long-lining-halbertec-motor.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 99g",Vợt Cầu Lông Lining Halbertec Motor là sản phẩm phân khúc tầm trung hướng đến các đối tượng người chơi muốn tìm cho mình một cây vợt chất lượng cùng với các công nghệ nổi bật nhưng giá không quá cao.
VNB020649,Vợt cầu lông Lining Lightning 2000,1090000,Lining,https://shopvnb.com/vot-cau-long-lining-lightning-2000.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 100g","Vợt cầu lông Lining Lightning 2000 thuộc phân khúc tầm trung của thương hiệu Lining với 3 phiên bản: xanh lá, xanh dương và màu đỏ. Với vẻ ngoài mạnh mẽ, hiện đại kết hợp cùng với nước sơn nhám làm nổi bật vợt. Mang thông số dễ chơi và dễ kiểm soát, hướng đến các đối tượng người chơi mới tập làm quen với bộ môn này."
VNB020651,Vợt Cầu Lông Kawasaki Aurora,680000,Kawasaki,https://shopvnb.com/vot-cau-long-kawasaki-aurora.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 101g","Vợt Cầu Lông Kawasaki Aurora có độ cứng trung bình và độ cân bằng ở mức nặng đầu 302mm giúp hỗ trợ lực cho người chơi có những pha đập cầu uy lực. Khung và đũa vợt được làm bằng sợi carbon 30T cao cấp, giúp cho nó có độ bền cao và khả năng chịu lực tốt. "
VNB020652,Vợt cầu lông Felet Arcana Frame,1190000,Felet,https://shopvnb.com/vot-cau-long-felet-arcana-frame.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 102g",Vợt cầu lông Felet Arcana Frame được làm bởi chất liệu High Modulus Graphite + 28 tonne Nano Science kết hợp với nhau để tạo nên bộ khung chắc chắn và chịu được mức căng siêu khủng lên đến 36 Lbs.
VNB020655,Vợt Cầu Lông Lining Axforce 40,1850000,Lining,https://shopvnb.com/vot-cau-long-lining-axforce-40.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 103g",Vợt Cầu Lông Lining Axforce 40 là mẫu vợt tầm trung hướng đến các đối tượng người chơi phong trào yêu thích lối chơi tấn công được cho ra mắt vào đầu năm 2024.
VNB020656,Vợt cầu lông Lining Halbertec 6000,2850000,Lining,https://shopvnb.com/vot-cau-long-lining-halbertec-6000.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 104g","Vợt cầu lông Lining Halbertec 6000 - tiếp nối sau sự thành công của người đàn anh Halbertec 8000 được cho ra mắt trong thời gian gần đây đã đón nhận nhiều chú ý với thiết kế đẹp mắt cùng với các công nghệ tân tiến, hiện đại được tích hợp. Dự đoán Vợt Cầu Lông Lining Halbertec 6000 sẽ là một trong những siêu phẩm được các lông thủ săn đón trong năm 2024."
VNB020658,Vợt cầu lông Lining Halbertec 7000,3400000,Lining,https://shopvnb.com/vot-cau-long-lining-halbertec-7000.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Cứng,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 105g","Vợt cầu lông Lining Halbertec 7000 tiếp tục là mẫu vợt cao cấp trong dòng mới Halbertec được ra mắt cuối năm 2023, hứa hẹn sẽ đem lại một dòng vợt bùng nổ trên thị trường cầu lông được người chơi chuyên nghiệp háo hức đón chờ."
VNB020660,Vợt cầu lông Mizuno Fortius 11 Quick,4289000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-fortius-11-quick.html,Còn hàng,Khá Tốt,Cả Đơn và Đôi,Công Thủ Toàn Diện,Cứng,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 106g","Vợt cầu lông Mizuno Fortius 11 Quick thuộc dòng sản phẩm cao cấp của thương hiệu Mizuno, thương hiệu có tên tuổi nổi tiếng trên thị trường thế giới về sản xuất đồ thể thao."
VNB020662,Vợt cầu lông Mizuno Prototype X-3,3000000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-prototype-x-3.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 107g","Vợt cầu lông Mizuno Prototype X-3 thuộc phân khúc dòng vợt cao cấp của thương hiệu Mizuno, thương hiệu nổi tiếng trên thế giới về sản xuất các dụng cụ thể thao nói chung và vợt cầu lông nói riêng. Mizuno Prototype X-3 có 2 phiên bản: xanh và bạc lục lam."
VNB020663,Vợt Cầu Lông Mizuno Altair T329,1400000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-altair-t329.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Dẻo,Cân Bằng,"4U: 80 - 84g,5U: 75 - 108g",Vợt Cầu Lông Mizuno Altair T329 thuộc phân khúc tầm trung với những đặc điểm nổi bật như độ bền cao cùng nhiều công nghệ độc đáo và dễ làm quen với người chơi mới.
VNB020664,Vợt Cầu Lông Mizuno Altair T327,1400000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-altair-t327.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Dẻo,Cân Bằng,"4U: 80 - 84g,5U: 75 - 109g","Vợt Cầu Lông Mizuno Altair T327 thuộc phân khúc tầm trung với những đặc điểm nổi bật như dễ làm quen với người chơi mới, độ bền cao cùng nhiều công nghệ độc đáo. Mizuno Altair T327 có 2 phiên bản là đen đỏ bạc và đen xanh bạc. "
VNB020666,Vợt Cầu Lông VS Titan 7,570000,VS,https://shopvnb.com/vot-cau-long-vs-titan-7.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 110g","Vợt Cầu Lông VS Titan 7 là một sản phẩm của thương hiệu Venson của Đài Loan chuyên sản xuất những dòng vợt ở phân khúc tầm thấp hướng đến các người chơi mới tập làm quen với bộ môn này hoặc điều kiện kinh tế không được cao nhưng muốn tìm cho mình một cây vợt giá rẻ, chính hãng, chất lượng."
VNB020672,Vợt Cầu Lông VS Blade 7100,539000,VS,https://shopvnb.com/vot-cau-long-vs-blade-7100.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 111g",- Vợt cầu lông VS Blade 7100 là một trong những sản phẩm vợt cầu lông giá rẻ dành cho dân chơi phong trào. Có
VNB020679,Vợt Cầu Lông VS Blade 7300,539000,VS,https://shopvnb.com/vot-cau-long-vs-blade-7300.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 112g",- Tổng thể vợt cầu lông VS Blade 7300 giá rẻ có kết cấu khá cứng cáp với lớp sơn nhám đẹp mắt kết hợp cùng chất liệu carbon cao cấp cho sức căng mặt lưới lên đến 30LBS (Tận 13.6kh).
VNB020684,Vợt Cầu Lông VS Blade 8000,539000,VS,https://shopvnb.com/vot-cau-long-vs-blade-8000.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 113g",- Vợt cầu lông VS Blade 8000 
VNB020685,Vợt cầu lông Lining Bladex 500,2250000,Lining,https://shopvnb.com/vot-cau-long-lining-bladex-500.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Cứng,Cân Bằng,"4U: 80 - 84g,5U: 75 - 114g","Vợt cầu lông Lining Bladex 500 là một trong những siêu phẩm vợt cầu lông tầm trung, hướng đến lối chơi toàn diện hơi thiên về phản tạt."
VNB020689,Vợt cầu lông Felet Alunzo 990,1069000,Felet,https://shopvnb.com/vot-cau-long-felet-alunzo-990.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 115g","Vợt cầu lông Felet ALUNZO 990 là sự lựa chọn hoàn hảo cho những người chơi muốn nâng cao kỹ năng và sức mạnh của mình trên sân cầu lông. Với thiết kế khung trợ lực và thân vợt đàn hồi, ALUNZO 990 mang lại những cú đánh mạnh mẽ và chính xác, đồng thời giúp người chơi dễ dàng kiểm soát trận đấu."
VNB020692,Vợt cầu lông Felet Carbon Woven 18,1599000,Felet,https://shopvnb.com/vot-cau-long-felet-carbon-woven-18.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 116g","Vợt cầu lông FELET Carbon Woven 18 nằm trong dòng sản phẩm tầm trung của FELET, đem lại hiệu suất ổn định cho người chơi. Với 3 phiên bản: xám vàng và xanh ngọc, được thiết kế cân đối giữa công thủ, vợt này giúp bạn thực hiện các cú đánh chính xác và linh hoạt."
VNB020694,Vợt Cầu Lông Victor Thruster Ryuga D,3600000,Victor,https://shopvnb.com/vot-cau-long-victor-thruster-ryuga-d.html,Còn hàng,Khá Tốt,Cả Đơn và Đôi,Tấn Công,Cứng,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 117g","Vợt Cầu Lông Victor Thruster Ryuga D được lấy ý tưởng từ loài rồng của đất nước Nhật Bản với sự kết hợp của 3 tông màu cam trắng đen cùng các chi tiết được thiết kế vô cùng tỉ mỉ, sắc bén cùng nước sơn nhám đã tạo nên 1 vẻ ngoài vô cùng thời thượng và nổi bật."
VNB020696,Vợt Cầu Lông VS Kongfu Rabbit,1100000,VS,https://shopvnb.com/vot-cau-long-vs-kongfu-rabbit.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 118g",Vợt cầu lông VS Kongfu Rabbit là mẫu vợt thuộc phân khúc trung cấp của hãng được tung ra trong nửa cuối năm 2023 hướng đến các đối tượng người chơi cầu lông phong trào thích lối đánh đập cầu ghi điểm. 
VNB020697,Vợt Cầu Lông Kumpoo Power Balanced 11,790000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-power-balanced-11.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 119g","Vợt cầu lông Kumpoo Power Balanced 11 nổi trội với thông số điểm cân bằng 290mm, trọng lượng 82g cùng thân vợt có độ cứng ở mức trung bình hoàn hảo dành cho các bạn mới tập làm quen với bộ môn này."
VNB020699,Vợt cầu lông Lining A880,800000,Lining,https://shopvnb.com/vot-cau-long-lining-a880.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 120g",1. Giới thiệu vợt cầu lông Lining A880
VNB020701,Set Vợt Cầu Lông Victor Spider Man Limited,5500000,Victor,https://shopvnb.com/set-vot-cau-long-victor-spider-man-limited.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 121g",Set vợt cầu lông Victor Spider Man Limited là cây vợt cao cấp vừa được ra tung ra đầu năm 2024 mới nhất của nhà Victor với cảm hứng thiết kế lấy từ nhân vật người nhện trong Marvel nổi tiếng trên toàn thế giới.
VNB020703,Vợt cầu lông Felet Arcana 90,1199000,Felet,https://shopvnb.com/vot-cau-long-felet-arcana-90.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Cứng,Cân Bằng,"4U: 80 - 84g,5U: 75 - 122g","Vợt cầu lông Felet Arcana 90 là một trong những sản phẩm đến từ thương hiệu nổi tiếng ở Malaysia. Nổi trội với thương hiệu này là nhiều mẫu mã vô cùng chất lượng, thiết kế hiện đại. Felet Arcana 90 có 4 phiên bản màu sắc khác nhau: đỏ trắng, xanh, xanh lá và đen trắng."
VNB020705,Vợt cầu lông Yonex Nanoflare 700 Mag,4100000,Yonex,https://shopvnb.com/vot-cau-long-yonex-nanoflare-700-mag.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Hơi Nặng Đầu,"4U: 80 - 84g,5U: 75 - 123g","- Vợt cầu lông Yonex Nanoflare 700 Mag với sự cải tiến vượt bậc ở cấu trúc vành khung vợt giúp tăng cường khả năng hồi phục và giảm áp lực ở tay cho người chơi có thể vung vợt nhanh liên tục. Phù hợp với những bạn yêu thích lối chơi nhanh, thiên về tấn công nổi trội với những quả smash cầu có tốc độ bay đáng kinh ngạc."
VNB020711,Vợt cầu lông Felet Embisu E5,750000,Felet,https://shopvnb.com/vot-cau-long-felet-embisu-e5.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 124g",Vợt cầu lông Felet Embisu E5 là dòng vợt thuộc phân khúc giá rẻ sỡ hữu thiết kế bên ngoài ấn tượng và đẹp mắt.
VNB020713,Vợt Cầu Lông Kumpoo Veluriyam,690000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-veluriyam.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 125g","Vợt Cầu Lông Kumpoo Veluriyam sở hữu vẻ ngoài nhẹ nhàng, tinh tế. Với 2 phiên bản: hồng và xanh cùng trọng lượng 5U, cây vợt này hỗ trợ người chơi dễ dàng điều khiển và thực hiện những cú đập chính xác."
VNB020715,Vợt Cầu Lông Kumpoo Power Control R89,560000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-power-control-r89.html,Còn hàng,Mới Chơi,Cả Đơn và Đôi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,"4U: 80 - 84g,5U: 75 - 126g",1. Giới thiệu vợt cầu lông Kumpoo Power Control R89
VNB020716,Vợt cầu lông Lining Axforce 80 Đỏ (Rồng Lửa) Chen Long Limited,9500000,Lining,https://shopvnb.com/vot-cau-long-lining-axforce-80-do-rong-lua-chen-long-limited.html,Còn hàng,Trung Bình,Cả Đơn và Đôi,Tấn Công,Trung Bình,Nặng Đầu,"4U: 80 - 84g,5U: 75 - 127g",Vợt cầu lông Lining Axforce 80 Đỏ (Rồng Lửa) Chen Long Limited là mẫu vợt siêu HOT đầu năm 2024 phiên bản giới hạn kỉ niệm vận động viên đơn nam nổi tiếng Trung Quốc - Chen Long
